pair,date,high,low,open,close,volume
USDT_BTC,1622548800,97.30284630782413,92.43770399243292,93.95387416726642,94.31361555779554,122194005
USDT_BTC,1622545200,100.1255068397644,95.11923149777617,98.09673267241755,96.98527904727858,90812462.85
USDT_BTC,1622541600,96.68236100416992,91.84824295396142,94.16277603800603,93.58904787078525,101992700.9
USDT_BTC,1622538000,99.84220462843399,94.85009439701228,97.77514931838083,97.11865442949193,98565251.35
USDT_BTC,1622534400,95.53477071315673,90.75803217749889,92.35656403412587,93.60088854688412,210515123.7
USDT_BTC,1622530800,104.08483938818055,98.88059741877153,100.64003993115273,101.24962358244251,100313042.7
USDT_BTC,1622527200,97.25240360213385,92.38978342202715,94.04020179718115,94.94563392340764,111290611.2
USDT_BTC,1622523600,102.6223774451899,97.49125857293039,100.38223686650953,99.38015394368317,96537837.28
USDT_BTC,1622520000,101.72029725374084,96.63428239105379,99.64684533758856,99.08810005153684,64976976.77
USDT_BTC,1622516400,101.21624222821562,96.15543011680484,99.14317239813477,98.7424507688087,116905766.8
USDT_BTC,1622512800,105.55649944943373,100.27867447696204,102.61682423831225,103.26619026432017,113551230.2
USDT_BTC,1622509200,100.88499701352626,95.84074716284994,98.3993447577595,98.94048526771037,118173642.8
USDT_BTC,1622505600,100.53152089951415,95.50494485453844,97.4184581808454,97.37996325193234,196926607.5
USDT_BTC,1622502000,104.17395369849089,98.96525601356635,101.57430988047919,101.94821597246873,98660484.55
USDT_BTC,1622498400,105.56318245271335,100.28502333007768,103.02170155655087,102.72026419646065,86091105.8
USDT_BTC,1622494800,102.77549834304051,97.63672342588848,100.50494184997412,100.85871721244953,54590957.95
USDT_BTC,1622491200,105.05638947799596,99.80357000409616,102.43408081815839,103.35385112773571,62422937.08
USDT_BTC,1622487600,103.79129033279158,98.601725816152,100.46260403522874,101.46144584750368,72040569.56
USDT_BTC,1622484000,103.11811538027061,97.96220961125708,100.14277469292242,100.29741503443844,70542843.95
USDT_BTC,1622480400,107.86377316552247,102.47058450724634,105.1396527274992,105.126746386745,147660645
USDT_BTC,1622476800,104.16436775424943,98.95614936653695,101.72219072241256,101.9477438771478,234665903
USDT_BTC,1622473200,99.84631229606497,94.85399668126172,97.12036484131598,97.67206859775177,153858395.1
USDT_BTC,1622469600,104.1562577010056,98.94844481595531,101.13109331512318,101.84060997674199,158281846.4
USDT_BTC,1622466000,105.31112684940854,100.0455705069381,102.04840473259411,102.40484137049359,185178921.1
USDT_BTC,1622462400,103.16900020574417,98.01055019545696,100.86346046259816,100.47639872967444,186290637
USDT_BTC,1622458800,106.96002089527019,101.61201985050667,104.42347108174941,104.06416100225704,190891250.1
USDT_BTC,1622455200,102.9893387990104,97.83987185905987,101.28458882778398,100.88765211770803,320451182.7
USDT_BTC,1622451600,103.39387524416571,98.22418148195742,101.04255239251859,100.59231395273115,157177579.6
USDT_BTC,1622448000,104.03353300704615,98.83185635669383,101.96542185166592,100.64074263766405,168933078.3
USDT_BTC,1622444400,101.19630217789283,96.13648706899819,98.37694090070165,98.16107301416103,213849731.4
USDT_BTC,1622440800,103.6450083235278,98.4627579073514,101.76693869366377,101.55858970986924,137432996.9
USDT_BTC,1622437200,102.32456569410185,97.20833740939675,99.97649190117782,98.55802880054456,121336201.3
USDT_BTC,1622433600,102.23240277679102,97.12078263795146,99.58695362583728,99.36999693798299,92043491.16
USDT_BTC,1622430000,101.59465709019918,96.51492423568921,99.28465796565676,99.58098605261021,118597529.7
USDT_BTC,1622426400,102.2876667905008,97.17328345097575,98.77493723665489,100.28779796412975,133842135.9
USDT_BTC,1622422800,99.23278174842022,94.2711426609992,96.08993023016232,96.50806139401556,121477337.4
USDT_BTC,1622419200,101.90194422120231,96.80684701014219,98.31608591033606,99.10837398092437,119729973.9
USDT_BTC,1622415600,102.36161012716343,97.24352962080525,99.77965346044971,99.04812070140156,57169174.33
USDT_BTC,1622412000,98.52272015992851,93.59658415193208,95.70352852296375,95.62453792128791,61845441.63
USDT_BTC,1622408400,102.51708215072021,97.3912280431842,100.55607441037634,100.48100088698101,55731642.82
USDT_BTC,1622404800,104.46776865537836,99.24438022260944,101.81293096229611,101.36513263476961,103664608.3
